Search the first 100000000 integer powers of ^3 or more for Beal's triples.
Search begins for B^j = 0:0, log10(Bj) = 0
23.9861 log10 of highest power in the list
hardware concurrency: 16
trials, zeros, log10(A^i), log10(B^j), A, i, B, j, C, k, GCD(A B C)
102057095373, 1727, 17.0983, 17.8027, 18818, 4, 28227, 4, 97, 9, 97
102174533804, 1728, 17.5945, 17.8034, 732550, 3, 859950, 3, 31850, 4, 31850
102619210044, 1729, 16.6125, 17.8063, 344736, 3, 861840, 3, 28728, 4, 28728
102755378789, 1730, 16.1749, 17.8071, 246402, 3, 862407, 3, 351, 7, 351
102946903876, 1731, 17.7573, 17.8084, 830025, 3, 863226, 3, 33201, 4, 33201
103131230082, 1732, 16.6334, 17.8095, 120, 8, 864000, 3, 28800, 4, 120
103477979258, 1733, 13.8871, 17.8118, 42564, 3, 865468, 3, 28376, 4, 14188
103640595783, 1734, 16.7344, 17.8128, 378560, 3, 28392, 4, 889616, 3, 9464
103866253669, 1735, 17.4795, 17.8142, 23435, 4, 867095, 3, 984270, 3, 23435
104299760916, 1736, 16.4869, 17.8169, 313060, 3, 28460, 4, 882260, 3, 28460
104812236411, 1737, 17.3257, 17.8202, 595998, 3, 871074, 3, 30564, 4, 15282
105504956388, 1738, 17.4497, 17.8245, 655473, 3, 873964, 3, 31213, 4, 31213
105900753576, 1739, 16.4911, 17.8269, 13267, 4, 875622, 3, 888889, 3, 13267
105971776558, 1740, 16.7378, 17.8274, 379561, 3, 875910, 3, 29197, 4, 29197
105997948920, 1741, 17.1572, 17.8275, 19467, 4, 876015, 3, 934416, 3, 19467
106091448081, 1742, 17.2067, 17.8281, 543978, 3, 876409, 3, 30221, 4, 30221
106117635248, 1743, 16.907, 17.8283, 16856, 4, 876512, 3, 910224, 3, 16856
106211187426, 1744, 17.3989, 17.8289, 630432, 3, 28656, 4, 974304, 3, 28656
106368448611, 1745, 16.9847, 17.8298, 458752, 3, 28672, 4, 917504, 3, 28672
106582061370, 1746, 17.8263, 17.8312, 875167, 3, 28694, 4, 1104719, 3, 14347
106653313385, 1747, 17.7152, 17.8316, 803628, 3, 28701, 4, 1061937, 3, 28701
107329513502, 1748, 16.9758, 17.8357, 455630, 3, 881545, 3, 29715, 4, 9905
107540322891, 1749, 15.0706, 17.837, 105567, 3, 28791, 4, 882924, 3, 9597
107540323408, 1750, 16.3778, 17.837, 287910, 3, 28791, 4, 892521, 3, 28791
109158351283, 1751, 15.5678, 17.8468, 154624, 3, 889088, 3, 28992, 4, 9664
109751108102, 1752, 16.3307, 17.8504, 277685, 3, 891515, 3, 29230, 4, 14615
109945242547, 1753, 16.8586, 17.8516, 416416, 3, 892320, 3, 29744, 4, 29744
110128113752, 1754, 17.5301, 17.8526, 697224, 3, 29051, 4, 1016785, 3, 29051
110238672423, 1755, 16.2527, 17.8533, 261558, 3, 29062, 4, 900922, 3, 29062
110398890177, 1756, 17.227, 17.8543, 552482, 3, 29078, 4, 959574, 3, 29078
110417971523, 1757, 17.6357, 17.8544, 756080, 3, 29080, 4, 1046880, 3, 29080
111650279513, 1758, 16.8032, 17.8617, 399094, 3, 29202, 4, 924730, 3, 9734
112429964823, 1759, 16.1089, 17.8662, 234232, 3, 29279, 4, 907649, 3, 29279
112529873935, 1760, 17.757, 17.8668, 829855, 3, 29289, 4, 1093456, 3, 9763
112992683222, 1761, 17.716, 17.8695, 804168, 3, 904689, 3, 33507, 4, 33507
113363614329, 1762, 17.3207, 17.8717, 593712, 3, 906192, 3, 31248, 4, 31248
113591884980, 1763, 16.933, 17.873, 440895, 3, 29393, 4, 940576, 3, 29393
113793263607, 1764, 17.8533, 17.8741, 61, 10, 907924, 3, 1134905, 3, 61
114153867529, 1765, 15.9425, 17.8762, 206136, 3, 29448, 4, 912888, 3, 29448
114402357039, 1766, 17.3857, 17.8776, 22204, 4, 910364, 3, 999180, 3, 22204
114623894854, 1767, 16.9758, 17.8789, 675, 6, 911250, 3, 30375, 4, 675
114713348125, 1768, 17.663, 17.8794, 26046, 4, 911610, 3, 1067886, 3, 26046
115009181242, 1769, 17.5669, 17.8811, 717200, 3, 912800, 3, 32600, 4, 32600
115298326973, 1770, 17.8828, 17.8828, 913952, 3, 913952, 3, 35152, 4, 35152
115461451939, 1771, 15.7472, 17.8837, 177450, 3, 29575, 4, 916825, 3, 29575
115652765188, 1772, 17.8809, 17.8848, 29528, 4, 915368, 3, 1151592, 3, 29528
115766066313, 1773, 16.5429, 17.8854, 13669, 4, 915823, 3, 929492, 3, 13669
116403682540, 1774, 15.5137, 17.889, 148330, 3, 29666, 4, 919646, 3, 29666
117039369685, 1775, 15.2256, 17.8926, 118908, 3, 29727, 4, 921537, 3, 29727
117424762547, 1776, 14.8524, 17.8948, 89292, 3, 29764, 4, 922684, 3, 29764
117621389013, 1777, 14.325, 17.8959, 59566, 3, 29783, 4, 923273, 3, 29783
117696490149, 1778, 13.4222, 17.8963, 29790, 3, 29790, 4, 923490, 3, 29790
117712252110, 1779, 13.4223, 17.8964, 29792, 3, 923552, 3, 29792, 4, 29792
117767427681, 1780, 14.3257, 17.8967, 59598, 3, 923769, 3, 29799, 4, 29799
117901479113, 1781, 17.8349, 17.8974, 28756, 4, 924300, 3, 1137916, 3, 4108
117917254896, 1782, 14.8548, 17.8975, 89454, 3, 924358, 3, 29818, 4, 29818
118177707219, 1783, 17.0767, 17.899, 492294, 3, 29836, 4, 969670, 3, 14918
118209296782, 1784, 15.2312, 17.8991, 119420, 3, 925505, 3, 29855, 4, 29855
118351502178, 1785, 17.7925, 17.8999, 28063, 4, 926079, 3, 1122520, 3, 28063
118667820710, 1786, 17.7984, 17.9017, 856646, 3, 29883, 4, 1125593, 3, 9961
118687604664, 1787, 15.5246, 17.9018, 149580, 3, 927396, 3, 29916, 4, 29916
118687605995, 1788, 16.972, 17.9018, 17498, 4, 927394, 3, 962390, 3, 17498
119404892110, 1789, 15.7661, 17.9058, 180042, 3, 930217, 3, 30007, 4, 30007
120084540135, 1790, 17.0905, 17.9095, 497536, 3, 932880, 3, 31096, 4, 31096
120156194382, 1791, 16.8708, 17.9099, 420336, 3, 30024, 4, 960768, 3, 30024
120359330988, 1792, 17.3999, 17.911, 630903, 3, 30043, 4, 1021462, 3, 30043
120411138056, 1793, 15.9725, 17.9113, 210938, 3, 934154, 3, 30134, 4, 30134
120470929425, 1794, 17.2311, 17.9116, 20313, 4, 934398, 3, 995337, 3, 20313
120913847496, 1795, 17.5662, 17.914, 24635, 4, 936130, 3, 1059305, 3, 24635
121017712017, 1796, 17.2017, 17.9146, 541890, 3, 30105, 4, 993465, 3, 30105
121725976298, 1797, 17.4343, 17.9184, 647780, 3, 939281, 3, 32389, 4, 32389
121754029268, 1798, 16.1537, 17.9185, 242424, 3, 939393, 3, 30303, 4, 30303
122331584237, 1799, 16.7456, 17.9217, 15360, 4, 3840, 5, 30720, 4, 3840
122504388599, 1800, 16.9758, 17.9226, 455620, 3, 942305, 3, 31065, 4, 10355
122971167748, 1801, 17.3171, 17.9251, 592074, 3, 944118, 3, 32004, 4, 16002
123491049675, 1802, 16.3165, 17.9278, 274680, 3, 946120, 3, 30520, 4, 30520
124234846489, 1803, 17.8157, 17.9318, 868112, 3, 948992, 3, 35048, 4, 2696
124263187215, 1804, 15.1368, 17.9319, 78, 8, 949104, 3, 30420, 4, 78
125078353461, 1805, 17.8394, 17.9362, 884007, 3, 30483, 4, 1158354, 3, 30483
125358801580, 1806, 17.8374, 17.9377, 882700, 3, 953316, 3, 35308, 4, 35308
125676208574, 1807, 16.4653, 17.9394, 307910, 3, 954521, 3, 30791, 4, 30791
125888036517, 1808, 17.6842, 17.9405, 784737, 3, 955332, 3, 34119, 4, 34119
126034791221, 1809, 16.7978, 17.9412, 397423, 3, 30571, 4, 978272, 3, 30571
126267327991, 1810, 17.93, 17.9424, 30374, 4, 956781, 3, 1199773, 3, 15187
126385718221, 1811, 16.594, 17.9431, 14077, 4, 957236, 3, 971313, 3, 14077
126426555130, 1812, 17.2032, 17.9433, 542521, 3, 957390, 3, 31913, 4, 31913
126663540486, 1813, 16.8406, 17.9445, 410700, 3, 958300, 3, 370, 7, 370
127239816595, 1814, 15.3711, 17.9475, 132951, 3, 30681, 4, 961338, 3, 10227
127534983035, 1815, 17.5469, 17.949, 706284, 3, 30708, 4, 1074780, 3, 30708
128369033244, 1816, 16.6034, 17.9533, 342342, 3, 964782, 3, 31122, 4, 31122
128772651471, 1817, 17.0523, 17.9553, 483153, 3, 966306, 3, 3993, 5, 3993
128925202866, 1818, 16.0923, 17.9561, 231255, 3, 30834, 4, 971271, 3, 15417
128974698420, 1819, 15.4754, 17.9564, 144032, 3, 967072, 3, 30864, 4, 10288
129189289096, 1820, 16.9371, 17.9575, 442298, 3, 30858, 4, 997742, 3, 10286
130223469714, 1821, 17.6822, 17.9627, 3439, 5, 30951, 4, 34390, 4, 3439
130434949082, 1822, 17.7669, 17.9638, 836190, 3, 30970, 4, 1145890, 3, 30970
131012206513, 1823, 16.9757, 17.9667, 455585, 3, 974740, 3, 31785, 4, 10595
131037152920, 1824, 17.1664, 17.9668, 527408, 3, 31024, 4, 1023792, 3, 31024
131116165543, 1825, 17.6692, 17.9672, 775775, 3, 31031, 4, 1117116, 3, 31031
131216005052, 1826, 16.7133, 17.9677, 372480, 3, 31040, 4, 993280, 3, 31040
131307558047, 1827, 17.5476, 17.9681, 706650, 3, 975850, 3, 33650, 4, 33650
131461604756, 1828, 17.4655, 17.9689, 23248, 4, 976416, 3, 1069408, 3, 23248
131640745182, 1829, 16.7333, 17.9698, 378228, 3, 977089, 3, 31519, 4, 31519
131765798947, 1830, 17.8799, 17.9704, 911944, 3, 31089, 4, 1191745, 3, 10363
132475560221, 1831, 17.0357, 17.974, 18152, 4, 980208, 3, 1016512, 3, 18152
133510205229, 1832, 16.4877, 17.9791, 1984, 5, 992, 6, 3968, 5, 992
133644542769, 1833, 12.5817, 17.9797, 15628, 3, 984564, 3, 31256, 4, 15628
133753741795, 1834, 17.3147, 17.9803, 590976, 3, 984960, 3, 32832, 4, 32832
134190985433, 1835, 17.3899, 17.9824, 626080, 3, 31304, 4, 1064336, 3, 31304
134451463706, 1836, 17.753, 17.9837, 27432, 4, 987552, 3, 1152144, 3, 27432
134586274899, 1837, 17.0532, 17.9843, 483516, 3, 31339, 4, 1025233, 3, 4477
135557217868, 1838, 16.8568, 17.989, 415844, 3, 991628, 3, 31988, 4, 31988
135705277012, 1839, 16.6165, 17.9898, 345807, 3, 31437, 4, 1005984, 3, 31437
136459516874, 1840, 16.1941, 17.9934, 63, 9, 63, 10, 1000188, 3, 63
136557127411, 1841, 17.3035, 17.9939, 21177, 4, 995319, 3, 1058850, 3, 21177
137680027561, 1842, 17.9784, 17.9992, 31232, 4, 999424, 3, 1249280, 3, 31232
137748230151, 1843, 16.3909, 17.9996, 290816, 3, 999680, 3, 31808, 4, 4544
137803657245, 1844, 16.6444, 17.9998, 14491, 4, 999879, 3, 1014370, 3, 14491
137978272164, 1845, 14.6525, 18.0007, 76590, 3, 31635, 4, 1000665, 3, 1665
138183419374, 1846, 15.5083, 18.0017, 147714, 3, 31653, 4, 1002345, 3, 10551
138311546655, 1847, 17.8014, 18.0022, 858624, 3, 1001728, 3, 35776, 4, 35776
138739066826, 1848, 17.92, 18.0043, 940463, 3, 31701, 4, 1225772, 3, 10567
138773297047, 1849, 17.0023, 18.0045, 464992, 3, 31704, 4, 1035664, 3, 10568
138905979030, 1850, 16.2984, 18.0051, 270895, 3, 1003905, 3, 31870, 4, 15935
139480237954, 1851, 17.9586, 18.0078, 968734, 3, 1005993, 3, 37259, 4, 37259
139518850078, 1852, 16.506, 18.008, 317680, 3, 31768, 4, 1016576, 3, 31768
139750635249, 1853, 17.8862, 18.0091, 29617, 4, 1006978, 3, 1214297, 3, 29617
140072878194, 1854, 15.4192, 18.0106, 137956, 3, 1008140, 3, 31836, 4, 10612
140193277493, 1855, 16.9754, 18.0111, 455490, 3, 1008585, 3, 32535, 4, 32535
140236289802, 1856, 17.6508, 18.0113, 25865, 4, 1008735, 3, 1138060, 3, 25865
140369670016, 1857, 17.1213, 18.0119, 509456, 3, 31841, 4, 1050753, 3, 31841
141503803809, 1858, 17.7554, 18.0172, 828856, 3, 1013327, 3, 399, 7, 133
141758856884, 1859, 16.3232, 18.0184, 12045, 4, 4015, 5, 32120, 4, 4015
142183011866, 1860, 17.4253, 18.0204, 643321, 3, 1015770, 3, 33859, 4, 33859
142230660788, 1861, 18.0206, 18.0206, 32000, 4, 32000, 4, 1280000, 3, 32000
142269652044, 1862, 17.6608, 18.0208, 770814, 3, 1016073, 3, 35037, 4, 35037
142690231893, 1863, 16.3798, 18.0227, 288351, 3, 32039, 4, 1025248, 3, 32039
144916124829, 1864, 17.5519, 18.0329, 708994, 3, 32227, 4, 1127945, 3, 32227
145020545312, 1865, 17.2541, 18.0334, 564130, 3, 32236, 4, 1079906, 3, 16118
145261238413, 1866, 16.2351, 18.0344, 258048, 3, 32256, 4, 1032192, 3, 32256
145642377536, 1867, 17.0904, 18.0362, 497490, 3, 1028146, 3, 33166, 4, 33166
145835327884, 1868, 17.3132, 18.037, 590310, 3, 1028826, 3, 33732, 4, 16866
146010848364, 1869, 17.9597, 18.0378, 969570, 3, 32319, 4, 1260441, 3, 32319
146604010497, 1870, 16.8754, 18.0405, 421824, 3, 4056, 5, 1054560, 3, 4056
147282125589, 1871, 16.0679, 18.0435, 226975, 3, 32425, 4, 1037600, 3, 32425
147524688493, 1872, 17.3697, 18.0446, 616455, 3, 32445, 4, 1103130, 3, 32445
147542337244, 1873, 17.8868, 18.0447, 916760, 3, 1034881, 3, 37023, 4, 1763
147573225136, 1874, 17.0983, 18.0448, 18818, 4, 1034990, 3, 1072626, 3, 18818
148815830685, 1875, 15.8722, 18.0503, 195312, 3, 32552, 4, 1041664, 3, 32552
148935501479, 1876, 17.0664, 18.0508, 488430, 3, 32562, 4, 1074546, 3, 32562
149494601141, 1877, 15.6468, 18.0533, 8160, 4, 4080, 5, 32640, 4, 4080
149916838442, 1878, 15.6383, 18.0552, 163215, 3, 32643, 4, 1044576, 3, 32643
149939078011, 1879, 18.0261, 18.0552, 32102, 4, 1043315, 3, 1300131, 3, 16051
150068100184, 1880, 16.694, 18.0558, 14911, 4, 1043770, 3, 1058681, 3, 14911
150094801424, 1881, 16.9749, 18.0559, 455305, 3, 1043870, 3, 33315, 4, 11105
150584744439, 1882, 17.5436, 18.0581, 24316, 4, 1045588, 3, 1142852, 3, 24316
150660534208, 1883, 15.35, 18.0584, 130816, 3, 32704, 4, 1046528, 3, 32704
150856783896, 1884, 15.0494, 18.0593, 1023, 5, 1023, 6, 4092, 5, 1023
151111206388, 1885, 14.9766, 18.0604, 98223, 3, 32741, 4, 1047712, 3, 32741
151321154906, 1886, 14.449, 18.0613, 4095, 4, 4095, 5, 32760, 4, 4095
151343498403, 1887, 14.4491, 18.0614, 65520, 3, 32760, 4, 1048320, 3, 32760
151428139515, 1888, 13.5463, 18.0617, 32767, 3, 32767, 4, 1048544, 3, 32767
151442109043, 1889, 18.0618, 18.0618, 2, 60, 2, 60, 2, 61, 2
151450770545, 1890, 13.5464, 18.0618, 32769, 3, 1048608, 3, 32769, 4, 32769
151513364390, 1891, 14.4498, 18.0621, 65552, 3, 1048832, 3, 32776, 4, 32776
151540194294, 1892, 14.4499, 18.0622, 4097, 4, 32776, 4, 4097, 5, 4097
151687801408, 1893, 14.9788, 18.0629, 98385, 3, 1049440, 3, 32795, 4, 32795
151848909220, 1894, 17.5353, 18.0636, 700000, 3, 1050000, 3, 35000, 4, 35000
151929495344, 1895, 15.0536, 18.0639, 1025, 5, 4100, 5, 1025, 6, 1025
151992188112, 1896, 17.2025, 18.0642, 542192, 3, 1050497, 3, 33887, 4, 33887
152028018441, 1897, 15.3551, 18.0643, 131328, 3, 1050624, 3, 32832, 4, 32832
152225160606, 1898, 17.6895, 18.0652, 787968, 3, 32832, 4, 1181952, 3, 32832
152301363474, 1899, 17.3848, 18.0655, 623656, 3, 4103, 5, 1120119, 3, 4103
152467282634, 1900, 17.9186, 18.0662, 939425, 3, 1052156, 3, 37577, 4, 37577
152588415594, 1901, 15.6482, 18.0668, 164465, 3, 1052576, 3, 32893, 4, 32893
153010512588, 1902, 15.6603, 18.0686, 8224, 4, 32896, 4, 4112, 5, 4112
153307228111, 1903, 17.8939, 18.0698, 921760, 3, 32920, 4, 1250960, 3, 32920
153428694795, 1904, 15.8894, 18.0704, 197904, 3, 1055488, 3, 32984, 4, 32984
153590725239, 1905, 17.999, 18.0711, 999271, 3, 32943, 4, 1295758, 3, 10981
154397648126, 1906, 17.3743, 18.0745, 22059, 4, 1058832, 3, 1125009, 3, 22059
154605354658, 1907, 16.0952, 18.0754, 231777, 3, 1059552, 3, 33111, 4, 33111
154768005164, 1908, 17.7741, 18.0761, 840788, 3, 1060124, 3, 36556, 4, 36556
155147856439, 1909, 17.86, 18.0777, 898128, 3, 1061424, 3, 4536, 5, 4536
155224787642, 1910, 17.8317, 18.078, 878850, 3, 33075, 4, 1233225, 3, 4725
155251944338, 1911, 17.8035, 18.0781, 860002, 3, 33077, 4, 1223849, 3, 33077
155568947619, 1912, 17.1764, 18.0795, 3, 36, 1062882, 3, 3, 38, 3
155586265943, 1913, 18.0795, 18.0795, 1062882, 3, 1062882, 3, 39366, 4, 39366
156176401747, 1914, 16.2758, 18.082, 266240, 3, 1064960, 3, 33280, 4, 33280
156694364720, 1915, 17.0015, 18.0842, 464702, 3, 33193, 4, 1095369, 3, 33193
156944566491, 1916, 17.8408, 18.0852, 28854, 4, 1067598, 3, 1240722, 3, 28854
158203142081, 1917, 16.4377, 18.0905, 301473, 3, 1071904, 3, 33497, 4, 33497
159352088623, 1918, 17.3125, 18.0952, 589968, 3, 1075824, 3, 34704, 4, 34704
159411709506, 1919, 17.8568, 18.0955, 29120, 4, 4160, 5, 37440, 4, 4160
159494279703, 1920, 16.3919, 18.0958, 12531, 4, 33416, 4, 4177, 5, 4177
159553640329, 1921, 18.0639, 18.096, 1050240, 3, 1076496, 3, 39384, 4, 13128
159700799026, 1922, 17.1294, 18.0966, 512624, 3, 33432, 4, 1114400, 3, 11144
160206187568, 1923, 17.3399, 18.0987, 602496, 3, 33472, 4, 1138048, 3, 33472
160753825368, 1924, 16.5855, 18.101, 337680, 3, 1080576, 3, 33768, 4, 33768
160767355563, 1925, 16.974, 18.101, 455000, 3, 1080625, 3, 34125, 4, 11375
161486714697, 1926, 18.038, 18.104, 1029572, 3, 33573, 4, 1331729, 3, 11191
162008794037, 1927, 17.5462, 18.1061, 705894, 3, 33614, 4, 1176490, 3, 33614
162013222976, 1928, 18.1061, 18.1061, 33614, 4, 33614, 4, 4802, 5, 4802
162018041991, 1929, 18.0548, 18.1061, 1042972, 3, 386, 7, 1158, 6, 386
162059660936, 1930, 17.7335, 18.1063, 27125, 4, 1085000, 3, 1220625, 3, 27125
162480774692, 1931, 15.762, 18.108, 179472, 3, 33651, 4, 1088049, 3, 11217
162902435442, 1932, 17.645, 18.1097, 761481, 3, 1087830, 3, 36261, 4, 36261
163092593318, 1933, 18.0732, 18.1105, 32984, 4, 1088472, 3, 1352344, 3, 32984
163134350129, 1934, 17.9578, 18.1106, 968139, 3, 1088613, 3, 38502, 4, 621
163227162242, 1935, 16.743, 18.111, 15337, 4, 1088927, 3, 1104264, 3, 15337
163287504283, 1936, 16.3717, 18.1112, 286569, 3, 33714, 4, 1095705, 3, 16857
163621909067, 1937, 16.9263, 18.1126, 438620, 3, 33740, 4, 1113420, 3, 33740
163882238923, 1938, 18.0493, 18.1136, 1038534, 3, 1091118, 3, 39438, 4, 13146
163896191011, 1939, 16.7224, 18.1137, 375089, 3, 1091168, 3, 34099, 4, 34099
163970612159, 1940, 17.6232, 18.114, 748845, 3, 387, 7, 1198152, 3, 387
164077621784, 1941, 17.1598, 18.1144, 19496, 4, 1091776, 3, 1130768, 3, 19496
164142775186, 1942, 15.6759, 18.1147, 168000, 3, 1092000, 3, 4200, 5, 4200
164277777040, 1943, 17.9773, 18.1152, 31213, 4, 1092455, 3, 1310946, 3, 31213
164902299981, 1944, 15.2816, 18.1177, 124124, 3, 1094548, 3, 33852, 4, 11284
165065617077, 1945, 17.8445, 18.1183, 887530, 3, 33852, 4, 1262506, 3, 434
165224345410, 1946, 17.6388, 18.119, 331, 7, 1095610, 3, 1205171, 3, 331
166089355030, 1947, 16.3162, 18.1224, 65, 9, 1098500, 3, 65, 10, 65
166103114047, 1948, 17.8837, 18.1224, 29575, 4, 1098500, 3, 195, 8, 65
167670588934, 1949, 16.6235, 18.1286, 2112, 5, 4224, 5, 1056, 6, 1056
167703519222, 1950, 16.8508, 18.1288, 413952, 3, 1103872, 3, 34496, 4, 34496
167835272846, 1951, 17.421, 18.1293, 641214, 3, 1104313, 3, 35623, 4, 35623
168584422890, 1952, 18.0356, 18.1322, 1027728, 3, 1106784, 3, 39528, 4, 39528
169004487024, 1953, 17.8873, 18.1338, 917112, 3, 1108177, 3, 38213, 4, 38213
169084783676, 1954, 15.4974, 18.1341, 146490, 3, 1108441, 3, 34181, 4, 4883
169708913376, 1955, 16.84, 18.1366, 410508, 3, 34209, 4, 1128897, 3, 34209
169708932238, 1956, 18.0765, 18.1366, 1060479, 3, 34209, 4, 1368360, 3, 34209
170448003341, 1957, 17.2632, 18.1394, 20692, 4, 1112934, 3, 1160230, 3, 1478
171093650447, 1958, 17.1913, 18.1419, 537586, 3, 34314, 4, 1155238, 3, 11438
171278727792, 1959, 12.7039, 18.1426, 17164, 3, 34328, 4, 1115660, 3, 17164
171978647398, 1960, 17.6199, 18.1453, 25408, 4, 1117952, 3, 1219584, 3, 25408
172112070134, 1961, 17.3007, 18.1458, 584647, 3, 34391, 4, 1169294, 3, 34391
172259848565, 1962, 16.9727, 18.1464, 454545, 3, 1118880, 3, 34965, 4, 34965
172527560596, 1963, 18.1474, 18.1474, 1119744, 3, 1119744, 3, 432, 7, 432
173410875305, 1964, 17.6982, 18.1507, 793247, 3, 34489, 4, 1241604, 3, 34489
173683671140, 1965, 18.023, 18.1518, 1017786, 3, 1123530, 3, 39654, 4, 13218
174134013444, 1966, 17.4438, 18.1534, 22959, 4, 1124991, 3, 1193868, 3, 22959
174464954724, 1967, 17.3122, 18.1547, 589842, 3, 1126062, 3, 35748, 4, 17874
174973970355, 1968, 16.7416, 18.1566, 380666, 3, 34606, 4, 1141998, 3, 34606
175483727545, 1969, 16.248, 18.1585, 260625, 3, 1129375, 3, 34750, 4, 17375
175502978211, 1970, 17.7545, 18.1586, 828256, 3, 1129440, 3, 37648, 4, 37648
175926760067, 1971, 15.8801, 18.1602, 196503, 3, 34677, 4, 1132782, 3, 11559
176664779680, 1972, 17.4237, 18.1629, 642542, 3, 34732, 4, 1198254, 3, 17366
177196338041, 1973, 18.1197, 18.1649, 33878, 4, 1134913, 3, 1405937, 3, 16939
177258909078, 1974, 17.0354, 18.1651, 476928, 3, 34776, 4, 1162512, 3, 4968
177336306919, 1975, 16.7912, 18.1654, 15769, 4, 1135368, 3, 1151137, 3, 15769
177578284254, 1976, 17.5285, 18.1663, 696350, 3, 1136150, 3, 36650, 4, 36650
177650909656, 1977, 17.0895, 18.1666, 497168, 3, 1136384, 3, 35512, 4, 35512
177796205034, 1978, 16.963, 18.1671, 17408, 4, 34816, 4, 4352, 5, 4352
178271251149, 1979, 18.1147, 18.1689, 1091998, 3, 34851, 4, 1405657, 3, 11617
178596392433, 1980, 17.5306, 18.1701, 697500, 3, 34875, 4, 1220625, 3, 34875
178756342069, 1981, 15.197, 18.1706, 116320, 3, 1139936, 3, 34896, 4, 11632
179208351653, 1982, 18.0112, 18.1723, 1008672, 3, 1141392, 3, 39816, 4, 13272
179344552454, 1983, 18.0168, 18.1728, 1012970, 3, 34930, 4, 1362270, 3, 34930
179437003926, 1984, 16.6299, 18.1731, 349370, 3, 34937, 4, 1152921, 3, 34937
179695020003, 1985, 17.5527, 18.1741, 24444, 4, 1142946, 3, 1227618, 3, 126
180680103692, 1986, 17.8271, 18.1777, 875700, 3, 35028, 4, 1296036, 3, 35028
182089240214, 1987, 17.2202, 18.1828, 20186, 4, 1150602, 3, 1190974, 3, 20186
182275577789, 1988, 15.6494, 18.1834, 164616, 3, 4332, 5, 1152312, 3, 4332
182486548067, 1989, 17.9265, 18.1842, 30312, 4, 1151856, 3, 1333728, 3, 30312
182883980812, 1990, 17.9333, 18.1856, 950103, 3, 35189, 4, 1337182, 3, 35189
183144463892, 1991, 16.5027, 18.1866, 316872, 3, 35208, 4, 1161864, 3, 35208
183144472002, 1992, 17.2523, 18.1866, 563328, 3, 35208, 4, 1197072, 3, 35208
183902392295, 1993, 17.788, 18.1893, 849852, 3, 1156356, 3, 4644, 5, 4644
183971372784, 1994, 17.2023, 18.1895, 542145, 3, 1156576, 3, 36143, 4, 36143
184632269632, 1995, 16.9709, 18.1919, 453910, 3, 1158665, 3, 35835, 4, 11945
184908816042, 1996, 17.4637, 18.1929, 814, 6, 1159543, 3, 407, 7, 407
185185570330, 1997, 18.0005, 18.1938, 1000350, 3, 1160406, 3, 40014, 4, 40014
186150576585, 1998, 16.3572, 18.1972, 283400, 3, 35425, 4, 1169025, 3, 35425
186646585779, 1999, 17.8142, 18.199, 28415, 4, 1165015, 3, 1307090, 3, 28415
186889870720, 2000, 18.1525, 18.1998, 1124145, 3, 1165780, 3, 41635, 4, 41635
187178045421, 2001, 18.1525, 18.2009, 1124135, 3, 35499, 4, 1443626, 3, 11833
Elapsed time: 180.365 seconds
187431624031, 2002, 16.2714, 18.2017, 265335, 3, 1167474, 3, 399, 7, 399
188332968569, 2003, 17.9586, 18.2049, 968750, 3, 4375, 5, 1359375, 3, 625
188507511619, 2004, 16.1894, 18.2055, 249158, 3, 35594, 4, 1174602, 3, 35594
188722061169, 2005, 17.6353, 18.2063, 755820, 3, 1171521, 3, 37791, 4, 37791
189840748029, 2006, 17.8639, 18.2101, 900841, 3, 1175010, 3, 39167, 4, 39167
190291531220, 2007, 15.9932, 18.2117, 214326, 3, 189, 8, 1178793, 3, 189
190762920660, 2008, 17.7505, 18.2133, 825696, 3, 4392, 5, 1300032, 3, 4392
191053441547, 2009, 18.2143, 18.2143, 4394, 5, 4394, 5, 1485172, 3, 4394
191330362755, 2010, 17.3122, 18.2153, 768, 6, 1179648, 3, 192, 8, 192
191581711955, 2011, 15.759, 18.2161, 179060, 3, 35812, 4, 1181796, 3, 35812
191637030964, 2012, 17.9906, 18.2163, 992784, 3, 1180608, 3, 40248, 4, 13416
192291408051, 2013, 18.0662, 18.2186, 32851, 4, 1182636, 3, 1412593, 3, 32851
192301484127, 2014, 18.1655, 18.2186, 34784, 4, 1182656, 3, 1460928, 3, 34784
192442576870, 2015, 15.4705, 18.2191, 143492, 3, 35873, 4, 1183809, 3, 35873
192447616868, 2016, 16.8388, 18.2191, 16207, 4, 1183111, 3, 1199318, 3, 16207
192972136064, 2017, 15.097, 18.2209, 107730, 3, 35910, 4, 1185030, 3, 35910
192972136367, 2018, 17.7985, 18.2209, 856710, 3, 35910, 4, 1318410, 3, 5130
193239714030, 2019, 14.5694, 18.2218, 71858, 3, 35929, 4, 1185657, 3, 35929
193239714119, 2020, 17.1946, 18.2218, 538935, 3, 35929, 4, 1221586, 3, 35929
193340734969, 2021, 13.6666, 18.2221, 35936, 3, 35936, 4, 1185888, 3, 35936
193365994318, 2022, 13.6667, 18.2222, 35938, 3, 1185954, 3, 35938, 4, 35938
193441782353, 2023, 14.57, 18.2225, 71890, 3, 1186185, 3, 35945, 4, 35945
193643956612, 2024, 15.099, 18.2231, 107892, 3, 1186812, 3, 35964, 4, 35964
